#,url,count
89,https://www.stylecraze.com/trending/things-your-makeup-experts-want-you-to-stop-doing-right-now,148
90,https://www.stylecraze.com/trending/essential-oils-for-skin-tightening,147
91,https://www.stylecraze.com/trending/signs-that-you-have-high-cholesterol,144
92,https://www.stylecraze.com/trending/signs-that-your-body-has-too-much-estrogen,139
93,https://www.stylecraze.com/trending/hygienic-habits-that-may-ruin-your-health,138
94,https://www.stylecraze.com/trending/do-you-shave-your-private-parts,137
95,https://www.stylecraze.com/trending/signs-that-your-body-needs-iodine,134
96,https://www.stylecraze.com/trending/mystery-behind-fibromyalgia-revealed,132
97,https://www.stylecraze.com/trending/what-happens-when-you-eat-oats-everyday,129
98,https://www.stylecraze.com/trending/warning-signs-of-liver-damage,128
99,https://www.stylecraze.com/trending/burn-belly-fat-with-this-drink,125
100,https://www.stylecraze.com/trending/the-reason-large-pores-appear-on-your-skin,123
