url,input
https://www.fightbookmma.com/8-fantastic-jobs-for-mma-fighters,"With this position, you help individuals get in better shape and keep yourself active throughout the day. You can offer your services through a gym or run a personal training business out of your home. If you have the space, equipment and clientele, a home business may be a more lucrative option since you can manage all the income."
https://www.fightbookmma.com/8-fantastic-jobs-for-mma-fighters,"Serving at a restaurant is another fantastic option. Not only are you staying active on your feet for the entire shift but this job also offers schedules outside the standard 8 to 5, giving you more flexibility to work around your fight schedule. Plus, depending on the restaurant, many servers can make a couple hundred dollars in one shift."
https://www.fightbookmma.com/8-fantastic-jobs-for-mma-fighters,"If you love whipping up baked good and sweet treats, a baker may be the perfect position for you. You get to hone your craft of developing tantalizing treats and also get a schedule that balances well with your nightly fights. Since most bakers start early in the morning, this leaves you more time to dedicate to your training and fights in the evenings."
https://www.fightbookmma.com/8-fantastic-jobs-for-mma-fighters,"Many large retail stores need stockers to unload goods and keep them organized. Plus, many stockers have early morning shifts since the stores need to be ready to go before opening. Stocking not only keeps you active during your shift but also leaves evenings open for your MMA fights."
https://www.fightbookmma.com/bkfc-49-fight-card-set-for-friday-august-25,"Ticket information for BKFC-49 can be found at BKFC.com. The Miami Dade Fairgrounds are located at 10901 SW 24th Street, Miami, FL 33165. BKFC-49 will also be broadcast internationally as part of the BKFC+ Subscription for $7.99 per month on the New BKFC App – The Best Value in Combat Sports and is sponsored by Bucked Up, MIT 45, Only Fans, Crescent Tools, LIONS NOT SHEEP and Knockout Gummies."
https://www.fightbookmma.com/bkfc-49-fight-card-set-for-friday-august-25,"After compiling an 8-2 record as a professional boxer, the 29-year-old Slaveski made his BKFC debut on April 21, 2022 scoring a show stopping first round knockout of Ramal Amanov at BKFC Fight Night: Fort Lauderdale. The heavy handed Slaveski followed that up with quick knockouts of Juston Stills (BKFC-26) and Dallas Davison (BKFC-29). Fighting often, he won a dominant unanimous decision over Evgeny Kurdanov at BKFC-31 and most recently stopped Yordenis Cedeno in the fourth round at BKFC-35. The victory capped off Slaveski’s extraordinary run of five victories in a nine-month span solidifying his reputation as a must-see attraction."
https://www.fightbookmma.com/bkfc-49-fight-card-set-for-friday-august-25,"Hard-hitting Jake Lindsey enters the squared circle for the world title clash following a tremendous fourth round knockout of heralded Connor Tierney at BKFC-37 on March 4, 2023. His three prior BKFC victories were all by exciting stoppage including Brandon Girtz (BKFC-31), Derrick Findley (BKFC-23), and Eric Thompson (BKFC Fight Night: Wichita)."
https://www.fightbookmma.com/bkfc-49-fight-card-set-for-friday-august-25,"The all-action Grant also holds exciting victories over Anthony Retic (BKFC Fight Night New York 2), Travis Thompson (BKFC-18), Brandon Lambert (KnuckleMania 1), Chris Johnson (BKFC-14), and Josh Boudreaux (BKFC-12)."
https://www.fightbookmma.com/bkfc-launches-new-prospects-series-on-thursday-august-24-at-miami-dade-fairgrounds,"Said David Feldman, President and Founder of BKFC, “The BKFC Prospects Series will be a monthly event taking place at the same location the night before our numbered shows. It’s a great opportunity to showcase men and women from boxing, muay thai and mixed martial arts, some of whom have participated in our open tryouts. Let bare-knuckle fans see if you have what it takes under the bright lights to earn a shot at a BKFC contract.”"
https://www.fightbookmma.com/bkfc-launches-new-prospects-series-on-thursday-august-24-at-miami-dade-fairgrounds,"Tickets starting at $40 for BKFC Prospects Series 1 may be purchased at BKFC.com. The Miami Dade Fairgrounds are located at 10901 SW 24th Street, Miami, FL 33165. BKFC Prospects Series 1 will also be broadcast internationally as part of the BKFC+ Subscription for $7.99 per month on the New BKFC App – The Best Value in Combat Sports and is sponsored by Bucked Up, MIT 45, Only Fans, Crescent Tools, LIONS NOT SHEEP and Knockout Gummies."
https://www.fightbookmma.com/bkfc-launches-new-prospects-series-on-thursday-august-24-at-miami-dade-fairgrounds,"BKFC-49 on Friday, August 25 from the Arnold Hall at the Miami Dade Fairgrounds is headlined by the highly anticipated BKFC Welterweight World Championship between #1 Ranked Gorjan ‘GoGo’ Slaveski, (5-0), of Macedonia now residing in South Florida and #4 Ranked ‘Gypsy’ Jake Lindsey, (4-0), of Manhattan, Kansas."
https://www.fightbookmma.com/write-for-us,FightBook MMA is always looking for contributors who would like to be part of our team. At this time we DON’T offer financial compensation for your submissions. Compensation is yours in the way of an opportunity for you to be published online and gain increased exposure to your material. We’re open to almost any type of writing. Your articles will be shared on all social media platforms. You will have the opportunity to cover events in your area by receiving a Press Media Pass (not a guarantee).
https://www.fightbookmma.com/write-for-us,"We want you to gain exposure and gain NEW readers. We have a faithful following and supporters and WE WANT to help promote YOU and YOUR work in any way we can. We are looking for original work with fresh ideas, clean, concise writing. We ask that you proofread your articles before sending them to us by going to our CONTACT US PAGE."
https://www.fightbookmma.com/wpautoterms/privacy-policy,"FightBook MMA (“us”, “we”, or “our”) operates the FightBook MMA website (the “Service”)."
https://www.fightbookmma.com/wpautoterms/privacy-policy,We will not use or share your information with anyone except as described in this Privacy Policy.
https://www.fightbookmma.com/wpautoterms/privacy-policy,"We may employ third-party companies and individuals to facilitate our Service, to provide the Service on our behalf, to perform Service-related services, or to assist us in analyzing how our Service is used."
https://www.fightbookmma.com/wpautoterms/privacy-policy,"Our Service may contain links to other sites that are not operated by us. If you click on a third-party link, you will be directed to that third-party’s site. We strongly advise you to review the Privacy Policy of every site you visit."
https://www.fightbookmma.com/wpautoterms/privacy-policy,Our Service does not address anyone under the age of 18 (“Children”).
https://www.fightbookmma.com/wpautoterms/terms-and-conditions,Our Service may contain links to third-party websites or services that are not owned or controlled by FightBookMMA.com.
https://www.fightbookmma.com/wpautoterms/terms-and-conditions,We strongly advise you to read the terms and conditions and privacy policies of any third-party websites or services that you visit.
https://www.fightbookmma.com/wpautoterms/terms-and-conditions,"All provisions of the Terms which by their nature should survive termination shall survive termination, including, without limitation, ownership provisions, warranty disclaimers, indemnity, and limitations of liability."
https://www.fightbookmma.com/wpautoterms/terms-and-conditions,"Our failure to enforce any right or provision of these Terms will not be considered a waiver of those rights. If any provision of these Terms is held to be invalid or unenforceable by a court, the remaining provisions of these Terms will remain in effect. These Terms constitute the entire agreement between us regarding our Service, and supersede and replace any prior agreements we might have between us regarding the Service."
https://www.fightbookmma.com/wpautoterms/terms-and-conditions,"By continuing to access or use our Service after those revisions become effective, you agree to be bound by the revised terms. If you do not agree to the new terms, please stop using the Service."
https://www.fightbookmma.com/advertise-with-us,FightBookMMA.com would like to thank you for your interest in advertising with us. Our website covers everything Combat Sports-related from promotions around the world.
https://www.fightbookmma.com/advertise-with-us,On average we publish anywhere from 5 to 15 articles daily. We continue to grow on all social media platforms.
https://www.fightbookmma.com/advertise-with-us,"For more information on the options we offer, shoot us an email (support@fightbookmma.com) and we will get back to you A.S.A.P."
https://www.fightbookmma.com/about-us,"FightBookMMA.com is the only place where you’ll find Real Combat Sports News from all over the world. We’re not your Breaking News Outlet but what we do is keep you informed on the latest news. We’re a website you can trust with accurate news from MMA, Kickboxing, Muay Thai, Boxing, and Professional Wrestling. We continue to grow and our fan base continues to grow on all our social media platforms. We are nationally and internationally known with dedicated fans that support us. We have a close relationship with many fighters, promoters, managers, and staff from very well-known organizations."
https://www.fightbookmma.com/bkfc-48-lorenzo-hunt-and-chris-camozzi-to-corner-for-bryce-hall-and-gee-perez-on-august-11-in-albuquerque-nm,"The #2 Ranked Pound-for-Pound Fighter in BKFC and holder of the Cruiserweight and Light Heavyweight BKFC World Titles, Lorenzo Hunt has been leading the training camp for Bryce Hall in Los Angeles for the last two months. Gee Perez has brought Chris Camozzi aboard to ensure he is optimally prepared for this battle that has captured the attention of the entertainment and sports world."
https://www.fightbookmma.com/bkfc-48-lorenzo-hunt-and-chris-camozzi-to-corner-for-bryce-hall-and-gee-perez-on-august-11-in-albuquerque-nm,"“This fight has exceeded all expectations in regards to fan and media attention globally in addition to the robust advance ticket sales from the great fight fans in Albuquerque, New Mexico for Friday, August 11.”"
https://www.fightbookmma.com/watch-sitting-ringside-ep-183-at-9-p-m-et-on-august-4,"Roberto “El Jefe” Villa, CEO of FightBook MMA, hosts Sitting Ringside, LLC, and joining him are David Rodriguez, Mark Ambeau-Miller, and Producer/President of FightBook MMA Rudy “The Prophet” Lara."
https://www.fightbookmma.com/the-perks-of-loyalty-vip-programs-at-online-casinos,"Higher Bonus Rates: VIPs often enjoy more generous bonus rates, such as higher deposit bonuses and cashback percentages."
https://www.fightbookmma.com/the-perks-of-loyalty-vip-programs-at-online-casinos,"Faster Responses: VIP account managers prioritize VIP players, offering quicker responses to inquiries and resolving any issues promptly."
https://www.fightbookmma.com/the-perks-of-loyalty-vip-programs-at-online-casinos,"Increased Withdrawal Limits: VIPs often enjoy higher withdrawal limits, enabling them to cash out larger sums of money without restrictions."
https://www.fightbookmma.com/the-perks-of-loyalty-vip-programs-at-online-casinos,"VIP Events: Online casinos often organize special events for their VIP players, ranging from luxury vacations to exclusive parties."
https://www.fightbookmma.com/the-perks-of-loyalty-vip-programs-at-online-casinos,"Enhanced Loyalty Points: VIP players earn loyalty points at an accelerated rate, allowing them to redeem rewards more quickly."
https://www.fightbookmma.com/how-to-diversify-your-crypto-portfolio,"The decentralized characteristic of cryptos is a prominent factor in their success and growth. They rely on a peer-to-peer network that isn’t governed by any central power, such as financial institutions or governments. This provides users with more control over their funds and defends them against inflation and other economic pressures."
https://www.fightbookmma.com/how-to-diversify-your-crypto-portfolio,"Digital assets have become increasingly popular due to their potentially high returns. Many small cryptos with low market caps have observed remarkable price growth in a brief time, causing stories of investors becoming millionaires overnight and further boosting the number of people who are entering the crypto space looking for similar successes."
https://www.fightbookmma.com/how-to-diversify-your-crypto-portfolio,"Building a balanced crypto portfolio involves including different types of cryptos, from large-cap coins to mid and small-cap ones, plus stablecoins and other digital assets. The aim is to have an assortment of cryptos that can provide both expansion opportunities and dependability."
https://www.fightbookmma.com/how-to-diversify-your-crypto-portfolio,"Investing in a variety of assets can be an excellent way to offset risk and protect your portfolio from the mercurial nature of this market. By diversifying, you’re enabling yourself to profit even when one crypto takes a dip; for instance, if one coin experiences an abrupt decrease in value, its impact will be lessened by the presence of other crypto assets within your portfolio. Ultimately, having multiple coins ensures that losses are minimized while gains are maximized across the board."
https://www.fightbookmma.com/watch-sitting-ringside-ep-184-at-9-p-m-et-on-august-10,"Roberto “El Jefe” Villa, CEO of FightBook MMA, hosts Sitting Ringside, LLC, and joining him are David Rodriguez, Mark Ambeau-Miller, and Producer/President of FightBook MMA Rudy “The Prophet” Lara. Our guest co-host will be our writer Anik Subramanian."
https://www.fightbookmma.com/association-of-boxing-commissions-approves-unified-rules-for-bare-knuckle-fighting-in-the-united-states,"Said David Feldman, President and Founder of BKFC, “This is a pivotal moment in the growth of bare-knuckle fighting in the United States. Our growth in the first five years of the promotion has been extraordinary and this will heighten our ascent in this country. It’s a great day for BKFC fans in the United States.”"
https://www.fightbookmma.com/association-of-boxing-commissions-approves-unified-rules-for-bare-knuckle-fighting-in-the-united-states,"On Friday, August 25, BKFC returns to South Florida with BKFC-49 headlined by the BKFC Welterweight World Championship between #1 Ranked Gorjan ‘GoGo’ Slaveski, (5-0), of Macedonia now residing in South Florida, and #4 Ranked ‘Gypsy’ Jake Lindsey, (4-0), of Manhattan, Kansas from Arnold Hall at the Miami Dade Fairgrounds."
https://www.fightbookmma.com/association-of-boxing-commissions-approves-unified-rules-for-bare-knuckle-fighting-in-the-united-states,"BKFC will launch the BKFC Prospect Series on Thursday, August 24 the night before BKFC-49 at the same venue."
https://www.fightbookmma.com/introduction-to-dogecoin-casino-online,"Decentralized blockchain technology facilitates lightning-fast transactions in Dogecoin. Dogecoin transactions are processed swiftly, allowing players to deposit and withdraw funds nearly instantly compared to traditional payment systems, which may involve banks and intermediaries. The lack of waiting around improves the whole gambling experience."
https://www.fightbookmma.com/introduction-to-dogecoin-casino-online,"Dogecoin casino online transactions often have cheaper fees than other cryptocurrencies and even more conventional payment options. Both gamers and online casinos might gain from the cheaper fees. Because of the low transaction costs, casinos can provide attractive promos and bonuses without discouraging players from making lesser wagers."
https://www.fightbookmma.com/introduction-to-dogecoin-casino-online,"Due to Dogecoin’s widespread availability, players worldwide are no longer limited by their location when it comes to enjoying the thrills of online gaming. Dogecoin gambling is accessible worldwide to anyone with an internet connection and a Dogecoin-compatible wallet."
https://www.fightbookmma.com/introduction-to-dogecoin-casino-online,The blockchain is a public ledger on which all Dogecoin transactions are recorded and may be verified at any time. This openness encourages fairness and trust among players by making it possible for the casino’s operations to be checked by other parties. The blockchain’s distributed
https://www.fightbookmma.com/introduction-to-dogecoin-casino-online,ledger structure makes committing fraud or manipulating the system harder.
https://www.fightbookmma.com/finding-the-right-dosage-avoiding-under-or-overconsumption,The Importance Of Finding The Optimal Dosage For Individual Needs
https://www.fightbookmma.com/finding-the-right-dosage-avoiding-under-or-overconsumption,"CBD is frequently used to treat various health issues, including chronic pain, anxiety, sleeplessness, and inflammation. CBD can interact with the body’s endocannabinoid receptors, providing potential therapeutic benefits when taken at the correct dosage. However, taking too little CBD may not give the intended results, while taking too much CBD may overwhelm the system and result in declining returns or unpleasant side effects. Individuals can maximize the therapeutic effects of CBD by determining the ideal dosage, such as using 5000mg CBD oil, which has shown promising results in various studies."
https://www.fightbookmma.com/finding-the-right-dosage-avoiding-under-or-overconsumption,"Inadequate CBD use may result in no observable effects, causing some people to conclude that CBD is ineffective for them. This misperception may deter people from continuing their CBD regimen, even though it may be beneficial if the dosage is appropriately adjusted. Correct dosing guarantees consumers give CBD a fair chance to demonstrate its potential benefits."
https://www.fightbookmma.com/finding-the-right-dosage-avoiding-under-or-overconsumption,"Because everyone’s body is different, people may react differently to CBD depending on their biochemistry and genetic makeup. What works for one individual might not work for another. Individuals can customize their CBD intake to meet their needs and sensitivities by establishing the best dosage, boosting its efficiency for them."
https://www.fightbookmma.com/finding-the-right-dosage-avoiding-under-or-overconsumption,"CBD products can be costly, and taking the proper dosage ensures that people use them effectively. Finding the correct dosage can save money over time by eliminating excessive overconsumption and ensuring the product lasts longer."
https://www.fightbookmma.com/sessions-by-saint-laurent-talk-show-with-mystery-guest-live-sept-3-on-fite,FURY ROAD has a special 6pm start time. Grab tickets at MLW2300.com and the 2300 Arena box office. Tickets start at $15.
https://www.fightbookmma.com/sessions-by-saint-laurent-talk-show-with-mystery-guest-live-sept-3-on-fite,Promoter. Manager and now talk show host!?! Mister Saint Laurent promises a HUGE surprise for his first guest. Who will sit in with Saint Laurent for his first session?
https://www.fightbookmma.com/sessions-by-saint-laurent-talk-show-with-mystery-guest-live-sept-3-on-fite,"Promising a jaw-dropping mystery guest, Saint Laurent vows to pull out all the stops to ensure the premiere of his talk show is one for the books."
https://www.fightbookmma.com/sessions-by-saint-laurent-talk-show-with-mystery-guest-live-sept-3-on-fite,World Heavyweight ChampionshipAlex Kane (champion) vs. Willie Mack
https://www.fightbookmma.com/mlw-fusion-preview-for-tonight-from-mexico,Hammerstone steps into an MLW ring for the first time in over a month in this week’s main event of FUSION!
https://www.fightbookmma.com/mlw-fusion-preview-for-tonight-from-mexico,"While Alex Kane has enjoyed a fast and furious ascension to being World Champion, Willie Mack has endured a lifelong struggle to the top. Now, the veteran readies to realize the dream: win the world title. As the clock ticks down to Fury Road live and exclusively on FITE+, the Mack is in the house to speak on the big mouthed Bomaye Fight Club captain."
https://www.fightbookmma.com/mlw-fusion-preview-for-tonight-from-mexico,Jacob Fatu is the streets and looking to lock in on AKIRA and Rickey Shane Page after The Calling’s attack on Fatu’s cousin Lance Anoa’i last week.
https://www.fightbookmma.com/mlw-fusion-preview-for-tonight-from-mexico,The Second Gear Crew and Microman drink light beer and raise some hell.
https://www.fightbookmma.com/mlw-fusion-preview-for-tonight-from-mexico,The 6th round of the 2023 MLW Open Draft hits exclusively on FUSION. Who will be drafted?
https://www.fightbookmma.com/tracy-williams-vs-ichiban-signed-for-fury-road-on-fite,FURY ROAD has a special 6pm start time. Grab tickets at MLW2300.com and the 2300 Arena box office. Tickets start at $15.
https://www.fightbookmma.com/tracy-williams-vs-ichiban-signed-for-fury-road-on-fite,Will Williams grind down Ichiban with his world class grappling or will the newest MLW signee Ichiban unleash a fury of lethal puroresu?
https://www.fightbookmma.com/tracy-williams-vs-ichiban-signed-for-fury-road-on-fite,World Heavyweight ChampionshipAlex Kane (champion) vs. Willie Mack
https://www.fightbookmma.com/ufc-antitrust-lawsuit-achieves-class-action-status-a-game-changer-for-mma,"The “bout class” pertains to all fighters who participated in Zuffa events within North America between December 16, 2010, and June 30, 2017. Notably, this encompasses a broad spectrum of fighters who graced the octagon during this time frame. In contrast, the “identity class” revolved around a smaller group of fighters, focusing on those whose likenesses were utilized by Zuffa in merchandise and video games during the same period."
https://www.fightbookmma.com/ufc-antitrust-lawsuit-achieves-class-action-status-a-game-changer-for-mma,"The pivotal aspect of class certification is that approximately 1200 fighters who competed in the UFC throughout the stipulated time frame are now automatically included as plaintiffs unless they actively choose to “opt-out.” Spearheading the charge, the Named Plaintiffs — including luminaries like Cung Le, Jon Fitch, Kyle Kingsbury, Javier Vasquez, and Brandon Vera — will continue to represent the Class as the lawsuit progresses. Yet, it’s essential to underline that unless these representatives opt out, all members of the bout class stand to receive their share of any awarded damages. In a twist, the denial of the identity class certification has resulted in Nathan Quarry no longer occupying the position of named Plaintiff in this complex legal battle."
https://www.fightbookmma.com/ufc-antitrust-lawsuit-achieves-class-action-status-a-game-changer-for-mma,"The UFC, a colossal financial powerhouse, could nonetheless find itself grappling with the weight of such substantial damages. Remarkably, the Court has also validated the fighters’ “standing to bring their claims of injunctive relief,” adding an extra layer of vulnerability for the UFC. The possibility of mandated alterations to their business practices looms, potentially altering the very foundation that has propelled the UFC to its dominant stature."
https://www.fightbookmma.com/ufc-antitrust-lawsuit-achieves-class-action-status-a-game-changer-for-mma,"The core allegation by the fighters revolves around the UFC’s alleged violation of antitrust laws. The document emphatically underscores that “at least three named Plaintiffs were subject to that action when the Complaint was filed,” thus establishing the basis for their concrete injury traceable to the actions of the Defendant."
https://www.fightbookmma.com/ufc-antitrust-lawsuit-achieves-class-action-status-a-game-changer-for-mma,"The Court’s meticulous examination of the case over the years has yielded intriguing revelations. Foremost, the Court has unequivocally determined that the UFC “willfully engaged in anticompetitive conduct to maintain or increase their market power.” This damning indictment highlights a trifecta of methods through which the UFC advanced this conduct: enforcing exclusionary contracts, leveraging extracontractual strategies to perpetuate fighter contracts, and strategically acquiring and shuttering rivals."
https://www.fightbookmma.com/aniks-fire-forecast-28th-edition-picks-for-ufc-on-vegas-78-luque-vs-dos-anjos,Main Event Pick: #10 Vicente Luque over #9-LW Rafael Dos Anjos
https://www.fightbookmma.com/aniks-fire-forecast-28th-edition-picks-for-ufc-on-vegas-78-luque-vs-dos-anjos,"Other Picks: Marcus McGhee over JP Buys, Terrance McKinney over Mike Breeden, Martin Buday over Josh Parisian, Da’Mon Blackshear over Jose Johnson"
https://www.fightbookmma.com/bkfc-48-john-dodson-vs-jr-ridge-results,"The promotion will host BKFC-48 on Friday, August 11 at Tingley Coliseum with a sensational main event as local all-action attraction, #2 ranked John ‘The Magician’ Dodson, (2-0), battles #1 ranked JR ‘The Lion’ Ridge, (3-1), of Tampa, FL for the first ever BKFC Flyweight World Championship."
https://www.fightbookmma.com/bkfc-48-john-dodson-vs-jr-ridge-results,John Dodson vs. JR Ridge – for inaugural BKFC World Flyweight
https://www.fightbookmma.com/bkfc-48-john-dodson-vs-jr-ridge-results,"Joshua Moreno def. Jeremy Sauceda via TKO (corner stoppage) in Round 1, 5:00"
https://www.fightbookmma.com/bkfc-48-john-dodson-vs-jr-ridge-results,"Jeremie Holloway vs. Will Santiago ruled a majority draw (48-46, 47-47, 47-47)"
https://www.fightbookmma.com/bkfc-48-john-dodson-vs-jr-ridge-results,"Donald Sanchez def. Anthony Lacaze via unanimous decision (50-44, 48-46, 50-44)"
https://www.fightbookmma.com/ufc-on-espn-51-luque-vs-dos-anjos-results,"This event takes place Saturday, August 12, 2023, beginning at 4 p.m. ET (1 p.m. PT). The promotion will host the event at the UFC Apex in Las Vegas. The card airs on ESPN and streams on ESPN+."
https://www.fightbookmma.com/samantha-onate-leads-the-charge-to-a-successful-day-2-for-mexico-at-the-2023-immaf-pan-american-championships,"After Team USA took the top spot on Day 1, Mexico moved to pole position on the second day of proceedings, claiming 11 victories across all weight classes. 2022 Pan American gold medalist Samantha Oñate made it abundantly clear that she is a major threat to anyone at 145lbs, as she picked up her second win of the competition, this time over 2022 IMMAF World Championships bronze medalist Rabech Rufino."
